author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@nodysol3283,2026-06-28T21:15:12Z,1,حاى كندا تقوز لان اصل اللاعبين افارقة كل منتخبات اوروبا القوية اللاعبين من اصول افريقية 😂😂😂😂,HW51rM36Ark,حاى كندا تقوز لان اصل اللاعبين افارقة كل منتخبات اوروبا القوية اللاعبين من اصول افريقية,neutral,0.0,"['كندا تقوز', 'اللاعبين افارقة', 'افارقة كل']","[('حاى كندا', 'ORG'), ('لان اصل اللاعبين افارقة', 'PERSON'), ('القوية اللاعبين من اصول', 'PERSON')]",9
@i.m.khXn913,2026-06-28T21:15:02Z,0,91st minute goal was so crazyyyyyyyyyyyyyyy 💯💯🥴,HW51rM36Ark,91st minute goal was so crazyyyyyyyyyyyyyyy,neutral,0.0,"['goal crazyyyyyyyyyyyyyyy', 'minute goal', '91st minute']",[],17
@nodysol3283,2026-06-28T21:13:52Z,0,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,HW51rM36Ark,,neutral,0.0,[],[],0
@nodysol3283,2026-06-28T21:13:31Z,0,"جنوب افريقيا من تستحق الفوز 
مافي زي المعلقين العرب الاجانب تحسهم يتكلموا مو يعلقوا 

والله مافي اجمل من مونديال قطر سواء الملاعب وكل شي",HW51rM36Ark,جنوب افريقيا من تستحق الفوز مافي زي المعلقين العرب الاجانب تحسهم يتكلموا مو يعلقوا والله مافي اجمل من مونديال قطر سواء الملاعب وكل شي,neutral,0.0,"['زي المعلقين', 'تستحق الفوز', 'مافي زي']","[('تستحق الفوز', 'GPE'), ('العرب الاجانب', 'PERSON'), ('والله مافي اجمل من', 'PERSON')]",9
@hamidhmoda5541,2026-06-28T21:13:20Z,0,ها وحد لعدو مشا لعقوبة لكراغلة,HW51rM36Ark,ها وحد لعدو مشا لعقوبة لكراغلة,neutral,0.0,"['مشا لعقوبة', 'لعدو مشا', 'لعقوبة لكراغلة']","[('وحد لعدو مشا لعقوبة', 'ORG')]",9
@LeelammaAntony-i5h,2026-06-28T21:12:22Z,5,6 mins is crazy,HW51rM36Ark,6 minutes is crazy,negative,-0.34,"['minutes crazy', 'minutes', 'crazy']",[],-1
@KohlerSAStudios,2026-06-28T21:10:37Z,3,08:46 Goal 🥅 ⚽️ for Canada 🇨🇦,HW51rM36Ark,08 46 goal for canada,neutral,0.0,"['46 goal', 'goal canada', '08 46']","[('canada', 'GPE')]",17
@littujibin137,2026-06-28T21:10:37Z,1,Polli,HW51rM36Ark,polli,neutral,0.0,[],[],103
@Ahm3d-Rabby,2026-06-28T21:08:17Z,0,1st,HW51rM36Ark,1st,neutral,0.0,[],[],14
@johnkkm,2026-06-28T21:07:28Z,1,❤❤,HW51rM36Ark,,neutral,0.0,[],[],0
@vyshakhpp4061,2026-06-28T21:07:26Z,0,❤,HW51rM36Ark,,neutral,0.0,[],[],0
@tod_bybein,2026-06-28T21:06:27Z,8,Watch all matches in 4K HDR  on TOD: https://tod.go.link/E7sV6,HW51rM36Ark,watch all matches in 4k hdr on tod,neutral,0.0,"['hdr tod', '4k hdr', 'matches 4k']",[],-1
@eren_yagami7034,2026-07-03T13:02:33Z,1,Jordan's Gk 😂,M6mpXtMm93M,jordan s gk,neutral,0.0,"['jordan gk', 'jordan', 'gk']","[('jordan s', 'PERSON')]",57
@FatehaNipu,2026-07-03T12:48:18Z,0,🇧🇩,M6mpXtMm93M,,neutral,0.0,[],[],0
@bencio22,2026-07-03T11:23:25Z,1,"Two free kicks in the so-called ""keepers corner"", the one that isn't covered by the wall. Weird stuff.",M6mpXtMm93M,two free sneakers in the so called keepers corner the one that isn t covered by the wall weird stuff,positive,0.3818,"['free sneakers', 'sneakers called', 'sneakers']",[],-1
@Lone_AE,2026-07-03T11:09:56Z,3,1:39  blud disnt even try 😭✌,M6mpXtMm93M,1 39 blud disnt even try,neutral,0.0,"['39 blud', 'blud disnt', 'blud']",[],49
@malimmikael9501,2026-07-03T08:44:51Z,0,jordan cant event beat messi...no debate Lebron is the GOAT,M6mpXtMm93M,jordan cant event beat messi no debate lebron is the goat,negative,-0.296,"['debate lebron', 'messi debate', 'lebron goat']","[('jordan', 'PERSON'), ('lebron', 'PERSON')]",52
@SereneGhibliLiving,2026-07-03T08:14:10Z,0,3mt,M6mpXtMm93M,3mt,neutral,0.0,[],[],14
@CarolineNaisarian,2026-07-03T08:10:30Z,0,Argentina!!!!!!!,M6mpXtMm93M,argentina,neutral,0.0,[],"[('argentina', 'GPE')]",53
@bijuab7644,2026-07-03T07:57:50Z,0,Messi free kick G. O. A. T ❤❤❤,M6mpXtMm93M,messi free kick g Oh a t,positive,0.5106,"['messi free', 'messi', 'free kick']","[('messi free kick', 'PERSON')]",65
@bijuab7644,2026-07-03T07:54:29Z,0,Vamos Messi vamos Argentina G. O. A. T ❤️❤️❤️🇦🇷🇦🇷🇦🇷🇦🇷,M6mpXtMm93M,vamos messi vamos argentina g Oh a t,neutral,0.0,"['vamos argentina', 'vamos messi', 'messi vamos']","[('vamos messi vamos', 'PERSON')]",116
@Fatima-f5w1z,2026-07-03T07:28:16Z,0,Lodabesmessi ❤❤❤,M6mpXtMm93M,lodabesmessi,neutral,0.0,['lodabesmessi'],"[('lodabesmessi', 'PERSON')]",-1
@x1910Polaroid,2026-07-03T07:06:05Z,0,Argentina with the easiest group and round of 32/16/quarter-finals to the semi-finals for sure,M6mpXtMm93M,argentina with the easiest group and round of 32 16 quarter finals to the semi finals for sure,positive,0.6249,"['argentina easiest', 'argentina', 'semi finals']","[('argentina', 'GPE'), ('the easiest group', 'ORG')]",53
@NaveenSharma.7520,2026-07-03T06:38:28Z,0,❤❤,M6mpXtMm93M,,neutral,0.0,[],[],0
@RAYMund188,2026-07-03T06:03:58Z,0,"Messi 🐐 
Ronaldo 🥇",M6mpXtMm93M,messi ronaldo,neutral,0.0,"['messi ronaldo', 'ronaldo', 'messi']","[('messi', 'PERSON')]",144
@jasururinboyev-m1i,2026-07-03T02:45:09Z,1,darvozabon kuchsiz va zaif,M6mpXtMm93M,darvozabon kuchsiz va zaif,neutral,0.0,"['darvozabon kuchsiz', 'darvozabon', 'va zaif']","[('kuchsiz va zaif', 'PERSON')]",-1
@duranarts,2026-07-02T21:15:40Z,0,They seriously left that HUGE GAP for Messi?! Someone explain this to me please...,M6mpXtMm93M,they seriously left that huge gap for messi someone explain this to me please,positive,0.4404,"['gap messi', 'messi explain', 'messi']","[('messi', 'PERSON')]",3
@PablinDeDios777,2026-07-02T20:30:57Z,0,Golazo que metio Leo en los ultimos minutos,M6mpXtMm93M,golazo que metio leo en los ultimos minutos,neutral,0.0,"['ultimos minutos', 'golazo que', 'que metio']","[('leo en', 'PERSON'), ('los ultimos', 'GPE')]",4
@edwaldocamargo4387,2026-07-02T19:15:51Z,0,Está acontecendo uma situação muito feia nessa copa FIFA de futebol Messi tem marcado os seus gols com a ajuda do time adversário todos os gols de Messi foram feitos sem nenhuma marcação contra Messi isso é muito feio é preciso que o futebol da copa FIFA seja um futebol sem política para um jogar para o outro time vencer o futebol é maravilhoso por que tem disputa de futebol e jogo não deve ter política na copa FIFA de futebol mais infelizmente o mundo vê muita política na copa FIFA de futebol e isso é muito feio de assistir,M6mpXtMm93M,está acontecendo uma situação muito feia nessa copa fifa de futebol messi tem marcado operating system seus gols com a ajuda do time adversário todos operating system gols de messi foram feitos sem nenhuma marcação contra messi isso é muito feio é preciso que Oh futebol the copa fifa seja um futebol sem política para um jogar para Oh outro time vencer Oh futebol é maravilhoso por que tem disputa de futebol e jogo não deve ter política not applicable copa fifa de futebol mais infelizmente Oh mundo vê muita política not applicable copa fifa de futebol e isso é muito feio de assistir,neutral,0.0,"['futebol isso', 'futebol copa', 'futebol mais']","[('muito feia', 'PERSON'), ('nessa', 'ORG'), ('fifa de futebol', 'ORG'), ('messi', 'PERSON'), ('de messi', 'PERSON'), ('messi', 'PERSON'), ('muito feio', 'PERSON'), ('jogar para', 'PERSON'), ('jogo', 'GPE'), ('muito feio de assistir', 'PERSON')]",-1
@ThePodiumG,2026-07-02T18:50:56Z,0,🔥🔥,M6mpXtMm93M,,neutral,0.0,[],[],0
@Tomioka_giyu999,2026-07-02T17:14:40Z,0,0:13 bro didn't even tried😢,M6mpXtMm93M,0 13 brother didn t even tried,neutral,0.0,"['13 brother', 'brother didn', '13']","[('didn', 'PERSON')]",-1
@ArmourWanniang,2026-07-02T17:02:34Z,0,Who is he????,M6mpXtMm93M,who is he,neutral,0.0,[],[],64
@regulardad85,2026-07-02T16:49:20Z,0,"Where's the clip of Valentin Barco going in for a reckless tackle, injuring the jordanian guy and somehow drawing a free kick for Argentina. That was embarassing.",M6mpXtMm93M,where s the clip of valentin barco going in for a reckless tackle injuring the jordanian guy and somehow drawing a free kick for argentina that was embarassing,positive,0.1531,"['clip valentin', 'argentina embarassing', 'valentin barco']","[('valentin barco', 'ORG'), ('argentina', 'GPE')]",-1
@SkAltab-q6u8s,2026-07-02T16:41:17Z,0,This tutorial is top notch I really appreciate the effort.,M6mpXtMm93M,this tutorial is top notch i really appreciate the effort,positive,0.5849,"['tutorial', 'tutorial notch', 'really appreciate']",[],111
@adrenalinejunkie5644,2026-07-02T15:31:06Z,0,Why Argentina is wearing this dress??,M6mpXtMm93M,why argentina is wearing this dress,neutral,0.0,"['argentina wearing', 'wearing dress', 'argentina']","[('argentina', 'GPE')]",53
@patriceklemenko6782,2026-07-02T14:16:57Z,0,"Les vacances de l'argentine sont bientôt finies, ils vont devoir disputer un très dur 16 '...
La ficelle est vraiment grosse Messi....😂😂",M6mpXtMm93M,les vacances de l argentine sont bientôt finies ils vont devoir disputer un très dur 16 la ficelle est vraiment grosse messi,positive,0.4588,"['argentine sont', 'vacances argentine', 'ficelle est']","[('de l', 'ORG'), ('un', 'ORG')]",-1
@Sportmanship_09,2026-07-02T12:56:23Z,1,Goal number six 🎉,M6mpXtMm93M,goal number six,positive,0.0772,"['goal number', 'goal', 'number']",[],17
@JacobWalson-x1c,2026-07-02T12:14:36Z,0,The content is really helpful I will come back to watch it again.,M6mpXtMm93M,the content is really helpful i will come back to watch it again,positive,0.4754,"['content really', 'content', 'helpful']",[],-1
@FrankVie-b8t,2026-07-02T10:01:02Z,0,Insane goals ❤️,M6mpXtMm93M,insane goals,negative,-0.4019,"['insane goals', 'goals', 'insane']",[],17
@Lsytia,2026-07-02T09:59:27Z,0,Maybe the keeper is waiting the moment messi hit his goal and let it in. It was history for him and he will remembered it for a long time,M6mpXtMm93M,maybe the keeper is waiting the moment messi hit his goal and let it in it was history for him and he will remembered it for a long time,neutral,0.0,"['messi hit', 'messi', 'moment messi']",[],65
@Tharsika-o5g,2026-07-02T09:51:34Z,0,This video is top notch It helped me understand better.,M6mpXtMm93M,this video is top notch it helped me understand better,positive,0.5719,"['helped understand', 'understand better', 'notch helped']",[],55
@ThomasReichelt-j5s,2026-07-02T09:39:22Z,0,❤ 6,M6mpXtMm93M,6,neutral,0.0,[],[],14
@MuktadirTousif,2026-07-02T09:31:38Z,1,Please upload all matches,M6mpXtMm93M,please upload all matches,positive,0.3182,"['upload matches', 'upload', 'matches']",[],-1
@HindlalChauhan1,2026-07-02T07:34:00Z,1,The production quality is very impressive It deserves more views.,M6mpXtMm93M,the production quality is very impressive it deserves more views,positive,0.5563,"['production quality', 'quality impressive', 'quality']",[],92
@vaioletesorrengail,2026-07-02T05:26:13Z,0,"ставил на мелгейме на аргентину с кф 5.8 4к р, так что топ матч",M6mpXtMm93M,ставил на мелгейме на аргентину с кф 5 8 4к р так что топ матч,neutral,0.0,"['аргентину кф', 'кф 4к', 'топ матч']","[('ставил на', 'PERSON')]",2
@KoKo-e7e3i,2026-07-02T05:10:20Z,0,🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷❤❤❤❤❤❤❤❤❤,M6mpXtMm93M,,neutral,0.0,[],[],0
@Iyhooreitfos8,2026-07-02T04:28:06Z,0,I hope Argentina wins the wc and beat France..love,M6mpXtMm93M,i hope argentina wins the who cares and beat france love,positive,0.93,"['hope argentina', 'argentina wins', 'beat france']","[('argentina', 'GPE'), ('france', 'GPE')]",136
@AshWickramasinghe,2026-07-02T03:29:57Z,0,"He walks in, he scores...🎉",M6mpXtMm93M,he walks in he scores,neutral,0.0,"['walks scores', 'scores', 'walks']",[],-1
@SumonAhmed-w9d,2026-07-02T03:29:19Z,0,All Bangladeshi arzentina sapurtar love form Bangladesh 🇧🇩🇦🇷,M6mpXtMm93M,all bangladeshi arzentina sapurtar love form bangladesh,positive,0.6369,"['bangladeshi arzentina', 'form bangladesh', 'bangladeshi']",[],87
@srinivasaraoalugolu9153,2026-07-02T02:42:31Z,0,The editing is well made This deserves recognition.,M6mpXtMm93M,the editing is well made this deserves recognition,positive,0.2732,"['editing deserves', 'deserves recognition', 'deserves']",[],110
@jhayrdedase,2026-07-02T01:53:46Z,0,FIRE!!,M6mpXtMm93M,fire,negative,-0.34,[],[],-1
@FriedaScheepers-y9d,2026-07-02T01:30:10Z,0,I have no words other than “Go Messi” 👏🏻👏🏻🎉🎉,M6mpXtMm93M,i have no words other than go messi,negative,-0.296,"['words messi', 'messi', 'words']","[('messi', 'PERSON')]",3
@altairlavin7834,2026-07-02T01:21:10Z,1,Cuando argentina jugará contra un equipo de verdad ??,M6mpXtMm93M,cuando argentina jugará contra un equipo de verdad,neutral,0.0,"['cuando argentina', 'argentina jugará', 'equipo verdad']","[('cuando argentina jugará', 'PERSON'), ('contra', 'ORG'), ('un', 'ORG')]",4
@srlee1739,2026-07-02T00:43:44Z,0,역시는 역시. 메시는 메시.,M6mpXtMm93M,역시는 역시 메시는 메시,neutral,0.0,"['역시 메시는', '역시는 역시', '메시는 메시']",[],22
@SamirDiwan-b4d,2026-07-01T22:48:51Z,1,This channel is exactly what I needed I will definitely recommend this.,M6mpXtMm93M,this channel is exactly what i needed i will definitely recommend this,positive,0.6369,"['channel', 'channel exactly', 'definitely recommend']",[],69
@Cptidris,2026-07-01T22:39:31Z,0,Keeper had no reflexes at all,M6mpXtMm93M,keeper had no reflexes at all,negative,-0.296,"['keeper reflexes', 'reflexes', 'keeper']",[],32
@M4RCUS333,2026-07-01T22:02:11Z,0,"your watching this video, not commenting on this video. Well explained",M6mpXtMm93M,your watching this video not commenting on this video well explained,positive,0.2732,"['video commenting', 'commenting video', 'video explained']",[],-1
@AnthonyLopez-h8f,2026-07-01T18:56:12Z,0,🐐🐐🐐,M6mpXtMm93M,,neutral,0.0,[],[],0
@babaratandevsewasocietymarhana,2026-07-01T17:39:08Z,0,Who is your best player,M6mpXtMm93M,who is your best player,positive,0.6369,"['best player', 'player', 'best']",[],68
@NVH2411,2026-07-01T17:04:11Z,0,G.O.A.T,M6mpXtMm93M,g Oh a t,neutral,0.0,[],[],64
@shivaguru2475,2026-07-01T16:41:54Z,0,Jordan scored one goal in each game. That was a decent debut with other 3 teams being strong. Hope they come back next time with more power 😊❤,M6mpXtMm93M,jordan scored one goal in each game that was a decent debut with other 3 teams being strong hope they come back next time with more power,positive,0.7351,"['jordan scored', 'scored goal', 'jordan']","[('jordan', 'GPE')]",57
@jaheem8599,2026-07-01T16:38:10Z,0,best goalkeeper hhhhhh,M6mpXtMm93M,best goalkeeper hhhhhh,positive,0.6369,"['best goalkeeper', 'goalkeeper hhhhhh', 'goalkeeper']",[],32
@tofoo72,2026-07-01T16:20:42Z,0,At least show the entirety of Jordan’s goal 😂 😂,M6mpXtMm93M,at least show the entirety of jordan s goal,neutral,0.0,"['jordan goal', 'entirety jordan', 'jordan']","[('jordan', 'GPE')]",57
@KongkaKynjing-s8f,2026-07-01T15:30:43Z,0,Argentina 🇦🇷 🏅🏆👑💛💚🍍🍹🍎🍈🌽🍑,M6mpXtMm93M,argentina,neutral,0.0,[],"[('argentina', 'GPE')]",53
@SskefayaJoarder,2026-07-01T15:26:20Z,0,🤚,M6mpXtMm93M,,neutral,0.0,[],[],0
@NafeesbegumNafeesbegum-el5tx,2026-07-01T15:24:45Z,0,"Very well done, appreciate this video!",M6mpXtMm93M,very well done appreciate this video,positive,0.6549,"['appreciate video', 'appreciate', 'video']",[],-1
@MohammadNoman-s4m,2026-07-01T14:20:08Z,0,"This was very informative, appreciate it.",M6mpXtMm93M,this was very informative appreciate it,positive,0.4549,"['informative appreciate', 'informative', 'appreciate']",[],-1
@standfortruth8576,2026-07-01T11:51:54Z,0,Messi in..... Messi goal!😆,M6mpXtMm93M,messi in messi goal,neutral,0.0,"['messi goal', 'messi', 'messi messi']","[('messi', 'PERSON'), ('messi', 'GPE')]",3
